date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:30:09	538/538	---M--	200	added ('OK')	text/css	etag:%226058d35a-21a%22	https://html.miraclestudio.design/majesty/fonts/fonts.css	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/fonts/fonts.css	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:09	122255/122255	---M--	200	added ('OK')	text/css	etag:%226058d4ee-1dd8f%22	https://html.miraclestudio.design/majesty/stylesheets/main.css	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/stylesheets/main.css	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:10	35901/35901	---M--	200	added ('OK')	text/css	etag:%226058d4ed-8c3d%22	https://html.miraclestudio.design/majesty/stylesheets/main-responsive.css	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/stylesheets/main-responsive.css	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:10	7827/7827	---M--	200	added ('OK')	image/png	etag:%226058d383-1e93%22	https://html.miraclestudio.design/majesty/img/logo_intro_dark.png	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/logo_intro_dark.png	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:10	2174/2174	---M--	200	added ('OK')	image/png	etag:%226058d37f-87e%22	https://html.miraclestudio.design/majesty/img/logo.png	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/logo.png	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:10	1616/1616	---M--	200	added ('OK')	image/png	etag:%226058d381-650%22	https://html.miraclestudio.design/majesty/img/logo_dark.png	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/logo_dark.png	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:10	71612/71612	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0ca-117bc%22	https://html.miraclestudio.design/majesty/index01.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index01.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:10	84360/84360	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0cb-14988%22	https://html.miraclestudio.design/majesty/index03.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index03.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:11	70118/70118	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0ec-111e6%22	https://html.miraclestudio.design/majesty/boxed/index01.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/boxed/index01.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:11	69653/69653	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0ee-11015%22	https://html.miraclestudio.design/majesty/boxed/index_bg_img.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/boxed/index_bg_img.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:11	83667/83667	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0ee-146d3%22	https://html.miraclestudio.design/majesty/boxed/index_bg_color.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/boxed/index_bg_color.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:11	72068/72068	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c7-11984%22	https://html.miraclestudio.design/majesty/index_onepage_horizental.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_horizental.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:12	70954/70954	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c8-1152a%22	https://html.miraclestudio.design/majesty/index_onepage_vertical.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_vertical.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:12	70907/70907	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0ca-114fb%22	https://html.miraclestudio.design/majesty/index_onepage_zooming.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_zooming.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:12	72411/72411	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c5-11adb%22	https://html.miraclestudio.design/majesty/index_onepage_fade.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_fade.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:12	73276/73276	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c8-11e3c%22	https://html.miraclestudio.design/majesty/index_onepage_slider.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_slider.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:13	72399/72399	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c8-11acf%22	https://html.miraclestudio.design/majesty/index_onepage_slide_top.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_slide_top.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:13	71018/71018	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c6-1156a%22	https://html.miraclestudio.design/majesty/index_onepage_fullscreen.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_fullscreen.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:13	71358/71358	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c7-116be%22	https://html.miraclestudio.design/majesty/index_onepage_parallax.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_parallax.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:13	71800/71800	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c5-11878%22	https://html.miraclestudio.design/majesty/index_onepage_animation_bg.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_animation_bg.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:13	70911/70911	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c7-114ff%22	https://html.miraclestudio.design/majesty/index_onepage_interactive.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_interactive.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:14	71222/71222	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c9-11636%22	https://html.miraclestudio.design/majesty/index_onepage_video.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_video.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:14	71267/71267	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c9-11663%22	https://html.miraclestudio.design/majesty/index_onepage_youtube.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_youtube.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:14	70715/70715	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c9-1143b%22	https://html.miraclestudio.design/majesty/index_onepage_viemo.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_viemo.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:14	71983/71983	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c6-1192f%22	https://html.miraclestudio.design/majesty/index_onepage_fullwidth.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_fullwidth.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:15	77120/77120	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c4-12d40%22	https://html.miraclestudio.design/majesty/index_onepage_animation.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_onepage_animation.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:15	81847/81847	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c2-13fb7%22	https://html.miraclestudio.design/majesty/index_amrican.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_amrican.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:15	59751/59751	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c3-e967%22	https://html.miraclestudio.design/majesty/index_asian.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_asian.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:15	68685/68685	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0ca-10c4d%22	https://html.miraclestudio.design/majesty/index_pizza.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_pizza.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:16	63028/63028	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c4-f634%22	https://html.miraclestudio.design/majesty/index_burger.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_burger.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:16	63016/63016	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c4-f628%22	https://html.miraclestudio.design/majesty/index_bakery.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_bakery.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:16	62517/62517	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c4-f435%22	https://html.miraclestudio.design/majesty/index_cafe.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_cafe.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:16	72560/72560	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c3-11b70%22	https://html.miraclestudio.design/majesty/index_animate.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/index_animate.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:16	64227/64227	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0cc-fae3%22	https://html.miraclestudio.design/majesty/menu_gird.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/menu_gird.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:17	38678/38678	---M--	200	added ('OK')	image/jpeg	etag:%226058d428-9716%22	https://html.miraclestudio.design/majesty/img/drop_menu/dishes.jpg	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/drop_menu/dishes.jpg	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:17	46464/46464	---M--	200	added ('OK')	image/jpeg	etag:%226058d429-b580%22	https://html.miraclestudio.design/majesty/img/drop_menu/starter.jpg	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/drop_menu/starter.jpg	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:17	49363/49363	---M--	200	added ('OK')	image/jpeg	etag:%226058d428-c0d3%22	https://html.miraclestudio.design/majesty/img/drop_menu/salads.jpg	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/drop_menu/salads.jpg	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:18	48307/48307	---M--	200	added ('OK')	image/jpeg	etag:%226058d428-bcb3%22	https://html.miraclestudio.design/majesty/img/drop_menu/fishes.jpg	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/drop_menu/fishes.jpg	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:18	48976/48976	---M--	200	added ('OK')	image/jpeg	etag:%226058d428-bf50%22	https://html.miraclestudio.design/majesty/img/drop_menu/drinks.jpg	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/drop_menu/drinks.jpg	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:18	35727/35727	---M--	200	added ('OK')	image/jpeg	etag:%226058d427-8b8f%22	https://html.miraclestudio.design/majesty/img/drop_menu/deserts.jpg	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/drop_menu/deserts.jpg	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:18	41141/41141	---M--	200	added ('OK')	image/jpeg	etag:%226058d429-a0b5%22	https://html.miraclestudio.design/majesty/img/drop_menu/soup.jpg	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/drop_menu/soup.jpg	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:18	57195/57195	---M--	200	added ('OK')	image/jpeg	etag:%226058d427-df6b%22	https://html.miraclestudio.design/majesty/img/drop_menu/combo.jpg	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/img/drop_menu/combo.jpg	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:19	41071/41071	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0d0-a06f%22	https://html.miraclestudio.design/majesty/reservation.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/reservation.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:19	40850/40850	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bd-9f92%22	https://html.miraclestudio.design/majesty/blog_gird_two_cloumn.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_gird_two_cloumn.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:19	41579/41579	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bc-a26b%22	https://html.miraclestudio.design/majesty/blog_gird_three_cloumn.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_gird_three_cloumn.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:19	43953/43953	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bc-abb1%22	https://html.miraclestudio.design/majesty/blog_gird_full_width_cloumn.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_gird_full_width_cloumn.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:20	46015/46015	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bd-b3bf%22	https://html.miraclestudio.design/majesty/blog_list_style_1.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_list_style_1.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:20	45779/45779	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bd-b2d3%22	https://html.miraclestudio.design/majesty/blog_list_style_2.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_list_style_2.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:20	40655/40655	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0be-9ecf%22	https://html.miraclestudio.design/majesty/blog_masonry_two_cloumn.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_masonry_two_cloumn.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:20	43418/43418	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0be-a99a%22	https://html.miraclestudio.design/majesty/blog_masonry_three_cloumn.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_masonry_three_cloumn.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:21	45311/45311	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bd-b0ff%22	https://html.miraclestudio.design/majesty/blog_masonry_fullwidth.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_masonry_fullwidth.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:21	46194/46194	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0be-b472%22	https://html.miraclestudio.design/majesty/blog_single_image.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_image.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:21	46798/46798	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bf-b6ce%22	https://html.miraclestudio.design/majesty/blog_single_slider.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_slider.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:21	45410/45410	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0be-b162%22	https://html.miraclestudio.design/majesty/blog_single_gallery.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_gallery.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:22	45478/45478	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bf-b1a6%22	https://html.miraclestudio.design/majesty/blog_single_lightbox.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_lightbox.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:22	46499/46499	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c0-b5a3%22	https://html.miraclestudio.design/majesty/blog_single_video.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_video.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:22	46509/46509	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bf-b5ad%22	https://html.miraclestudio.design/majesty/blog_single_soundclouds.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_soundclouds.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:22	46414/46414	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c0-b54e%22	https://html.miraclestudio.design/majesty/blog_single_youtube.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_youtube.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:23	46389/46389	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c0-b535%22	https://html.miraclestudio.design/majesty/blog_single_viemo.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_viemo.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:23	45366/45366	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0be-b136%22	https://html.miraclestudio.design/majesty/blog_single_blockquote.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_blockquote.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:23	52658/52658	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bf-cdb2%22	https://html.miraclestudio.design/majesty/blog_single_rightsidebar.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_rightsidebar.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:23	52658/52658	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0be-cdb2%22	https://html.miraclestudio.design/majesty/blog_single_leftsidebar.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/blog_single_leftsidebar.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:23	35247/35247	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c2-89af%22	https://html.miraclestudio.design/majesty/events.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/events.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:24	39347/39347	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c2-99b3%22	https://html.miraclestudio.design/majesty/contact.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/contact.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:24	43458/43458	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0bc-a9c2%22	https://html.miraclestudio.design/majesty/about.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/about.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:24	38170/38170	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0d0-951a%22	https://html.miraclestudio.design/majesty/services.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/services.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:24	38581/38581	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0da-96b5%22	https://html.miraclestudio.design/majesty/team.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/team.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:25	42987/42987	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0db-a7eb%22	https://html.miraclestudio.design/majesty/team_single.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/team_single.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:25	37384/37384	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0db-9208%22	https://html.miraclestudio.design/majesty/testimonials.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/testimonials.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:25	38236/38236	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0c0-955c%22	https://html.miraclestudio.design/majesty/clients.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/clients.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:25	37741/37741	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0cf-936d%22	https://html.miraclestudio.design/majesty/privacy.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/privacy.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:26	38769/38769	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0da-9771%22	https://html.miraclestudio.design/majesty/sitemap.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/sitemap.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:26	67549/67549	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0cd-107dd%22	https://html.miraclestudio.design/majesty/menu_gird_fullwidth.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/menu_gird_fullwidth.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:26	48878/48878	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0cd-beee%22	https://html.miraclestudio.design/majesty/menu_masonry.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/menu_masonry.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:26	48887/48887	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0ce-bef7%22	https://html.miraclestudio.design/majesty/menu_masonry_fullwidth.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/menu_masonry_fullwidth.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:27	50832/50832	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0cd-c690%22	https://html.miraclestudio.design/majesty/menu_list.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/menu_list.html	(from https://html.miraclestudio.design/majesty/index02.html)
15:30:27	44799/44799	---MCZ	200	added ('OK')	text/html	etag:W/%226058d0cf-aeff%22	https://html.miraclestudio.design/majesty/menu_tabs.html	C:/Users/batuhan.arik/Desktop/majesty/html.miraclestudio.design/majesty/menu_tabs.html	(from https://html.miraclestudio.design/majesty/index02.html)
